Movie_Duration_Min,Genre,Budget_Million,IMDb_Rating,Language,Lead_Actor_Popularity,Marketing_Spend_Million,Box_Office_Million,Director_Rating,Social_Media_Buzz,Critic_Score,Audience_Score,Franchise,Awards_Nominated,Target
101,Thriller,42.8,6.4,French,67,16.3,42.7,7.0,81,4.4,7.2,Yes,2,Flop
151,Drama,12.6,3.1,Spanish,94,4.8,9.0,4.2,36,6.6,7.7,Yes,1,Flop
107,Drama,17.1,8.0,Hindi,56,6.5,36.8,8.1,84,4.0,8.7,No,2,Hit
82,Comedy,67.4,8.5,Spanish,71,25.7,149.4,7.8,68,8.8,6.7,No,2,Hit
128,Romance,59.5,3.3,Hindi,45,22.7,48.7,6.7,15,9.3,6.3,Yes,9,Flop
169,Drama,101.2,7.9,Hindi,35,38.6,202.0,5.2,13,9.3,9.0,No,8,Hit
166,Thriller,215.4,8.9,Spanish,47,82.2,283.1,7.5,24,5.9,9.4,Yes,3,Hit
105,Comedy,31.9,3.7,Spanish,99,12.2,28.3,4.9,58,8.1,8.0,Yes,2,Flop
168,Drama,184.2,7.4,Hindi,10,70.3,268.4,5.5,32,8.7,6.7,No,7,Hit
101,Comedy,65.2,8.0,Hindi,58,24.9,125.8,7.1,88,9.0,6.0,Yes,6,Hit
82,Action,286.3,7.1,Hindi,90,109.3,262.9,8.7,43,5.0,7.4,Yes,0,Flop
118,Action,204.9,7.9,Spanish,14,78.2,469.7,5.3,92,8.8,7.4,No,4,Hit
109,Thriller,29.7,7.1,English,87,11.3,22.0,5.3,17,6.3,6.2,Yes,5,Flop
175,Romance,58.0,5.2,French,89,22.1,75.8,5.2,86,6.3,7.6,No,5,Hit
176,Thriller,102.4,6.6,Spanish,72,39.1,221.6,7.3,31,6.6,8.3,No,6,Hit
132,Thriller,205.8,9.4,French,88,78.6,191.8,4.1,77,9.2,4.5,No,2,Flop
131,Comedy,168.1,8.1,English,36,64.2,398.8,5.7,10,9.2,7.0,Yes,3,Hit
105,Comedy,243.5,6.2,Spanish,74,93.0,79.5,5.8,69,6.5,4.3,Yes,1,Flop
131,Romance,24.6,7.9,English,42,9.4,37.1,4.3,55,4.8,5.1,No,5,Flop
173,Drama,115.1,3.0,Spanish,40,43.9,237.1,4.9,35,4.3,6.6,Yes,3,Flop
119,Thriller,95.1,4.1,Hindi,41,36.3,133.4,5.1,31,9.1,5.8,Yes,9,Hit
171,Thriller,146.8,9.1,Korean,19,56.0,64.6,4.9,14,6.9,6.8,No,7,Flop
114,Action,38.5,7.7,English,12,14.7,20.8,8.6,96,6.9,4.0,No,3,Flop
166,Drama,128.5,3.8,English,24,49.1,45.8,4.2,12,4.6,5.0,Yes,7,Flop
146,Thriller,200.4,8.8,English,31,76.5,168.9,5.9,87,5.1,7.9,Yes,7,Flop
116,Romance,112.4,3.4,Hindi,66,42.9,92.2,8.8,35,6.5,8.5,No,6,Flop
133,Drama,249.5,3.9,English,4,95.3,263.0,6.7,83,7.3,9.2,No,7,Hit
135,Comedy,80.1,8.5,Spanish,89,30.6,139.2,7.2,24,6.8,8.5,Yes,5,Hit
146,Romance,278.1,6.0,Hindi,37,106.2,323.2,5.1,39,4.6,9.4,No,0,Hit
90,Romance,27.2,5.8,Spanish,84,10.4,52.4,6.2,11,5.4,5.6,No,8,Flop
127,Drama,124.5,5.7,French,71,47.5,238.3,8.5,71,4.9,6.5,No,1,Hit
152,Comedy,114.7,3.3,Korean,51,43.8,126.6,6.9,31,6.3,5.3,Yes,9,Flop
127,Comedy,104.3,3.9,Korean,24,39.8,233.6,5.1,27,4.4,5.2,No,1,Flop
96,Romance,247.1,3.5,Spanish,54,94.3,546.7,6.2,23,5.4,8.1,No,6,Hit
164,Drama,65.2,9.3,Korean,96,24.9,150.6,5.8,83,6.7,8.4,No,1,Hit
95,Thriller,134.3,6.5,Korean,29,51.3,73.9,4.9,21,8.4,7.1,Yes,9,Flop
165,Comedy,184.5,6.3,English,7,70.4,221.7,6.0,51,8.1,6.5,Yes,4,Hit
85,Drama,71.1,8.6,English,60,27.1,71.1,6.7,29,5.0,9.0,Yes,6,Flop
118,Action,278.7,4.3,Spanish,49,106.4,633.8,4.9,43,7.9,9.3,No,4,Hit
92,Drama,254.1,6.2,Korean,93,97.0,183.5,7.2,40,5.8,8.8,Yes,5,Flop
158,Drama,109.5,4.1,Spanish,47,41.8,263.6,8.3,66,5.3,8.4,No,9,Hit
166,Action,258.5,7.6,Korean,85,98.7,554.6,4.1,28,7.6,6.4,Yes,3,Hit
179,Drama,118.7,8.4,Hindi,12,45.3,109.4,8.1,16,4.8,6.8,Yes,4,Flop
165,Comedy,51.3,3.2,English,98,19.6,21.0,4.5,40,9.3,7.0,Yes,3,Flop
96,Action,164.3,5.4,Spanish,34,62.7,163.7,6.2,37,6.5,8.8,Yes,7,Flop
157,Action,193.7,8.9,Hindi,93,74.0,448.9,4.2,12,9.0,6.1,Yes,0,Hit
162,Thriller,282.0,3.7,Spanish,84,107.7,469.2,7.2,61,5.7,6.8,No,6,Hit
168,Thriller,141.7,5.2,Hindi,98,54.1,280.8,6.0,16,9.0,5.5,No,8,Hit
142,Romance,293.1,8.1,English,6,111.9,548.4,8.7,52,8.6,7.8,No,8,Hit
156,Romance,111.0,5.3,Hindi,78,42.4,88.0,6.3,26,7.8,9.1,No,0,Flop
80,Romance,239.5,3.1,Korean,39,91.4,243.8,8.3,45,8.1,4.1,No,3,Hit
161,Action,177.5,7.1,Spanish,25,67.8,306.8,4.5,43,5.7,4.6,Yes,9,Flop
179,Romance,143.7,6.8,Korean,77,54.9,127.5,5.8,60,4.3,5.5,No,6,Flop
103,Romance,167.2,5.1,Hindi,99,63.8,95.5,6.1,40,5.7,9.3,Yes,5,Flop
154,Drama,12.6,6.5,French,6,4.8,14.4,9.5,30,9.5,6.8,Yes,0,Hit
93,Comedy,204.3,3.4,Hindi,94,78.0,505.2,4.8,62,4.4,4.5,No,2,Flop
86,Comedy,102.7,4.9,English,59,39.2,88.3,6.8,22,7.3,5.6,No,8,Flop
103,Drama,172.3,4.3,French,33,65.8,71.6,5.0,73,5.9,4.8,Yes,0,Flop
156,Action,142.7,4.6,Korean,23,54.5,160.8,8.7,27,8.9,7.7,Yes,1,Hit
97,Thriller,29.0,7.7,English,48,11.1,70.6,6.2,72,5.4,6.9,Yes,2,Flop
107,Drama,35.9,9.5,French,41,13.7,34.3,6.1,52,4.8,6.9,Yes,9,Flop
92,Thriller,81.6,4.4,Korean,40,31.2,54.7,9.5,67,5.7,5.2,No,8,Flop
154,Thriller,69.1,9.3,Korean,86,26.4,71.4,7.3,74,7.9,7.8,Yes,7,Hit
86,Comedy,33.1,9.2,English,59,12.6,43.8,6.5,35,6.3,4.9,Yes,6,Flop
148,Comedy,15.5,6.3,Hindi,74,5.9,27.0,7.1,40,6.3,7.1,No,0,Hit
177,Comedy,93.6,5.2,English,39,35.7,197.3,8.1,54,8.5,7.6,Yes,6,Hit
82,Action,69.4,7.4,French,78,26.5,88.0,8.8,94,6.9,4.8,No,1,Hit
108,Romance,154.2,3.1,French,48,58.9,285.1,6.8,32,6.0,5.7,Yes,3,Flop
149,Drama,180.3,9.2,Spanish,95,68.8,312.7,9.2,48,8.8,9.3,Yes,2,Hit
161,Comedy,94.6,6.7,Hindi,49,36.1,55.8,7.4,31,8.3,6.8,No,4,Flop
157,Action,223.9,7.7,Spanish,24,85.5,117.9,4.7,96,6.5,8.0,No,5,Flop
83,Drama,23.3,5.5,Hindi,16,8.9,12.9,7.7,29,8.9,4.4,No,4,Flop
81,Thriller,266.1,7.8,English,55,101.6,251.3,9.5,24,8.8,7.9,Yes,7,Hit
121,Comedy,170.3,5.5,Korean,56,65.0,130.7,7.1,20,5.1,6.3,Yes,6,Flop
162,Comedy,288.1,8.5,English,20,110.0,539.2,4.7,69,4.2,4.1,Yes,8,Flop
138,Thriller,13.9,5.7,Hindi,68,5.3,24.7,6.2,24,8.3,7.9,Yes,3,Hit
84,Drama,49.8,7.4,Spanish,32,19.0,30.0,5.1,35,6.9,4.7,Yes,4,Flop
127,Drama,243.5,6.8,Korean,6,93.0,594.3,4.7,77,6.0,6.1,No,2,Flop
155,Action,189.2,8.6,English,83,72.2,95.8,5.7,81,9.3,6.8,No,5,Flop
157,Comedy,39.3,3.6,Spanish,25,15.0,28.7,6.9,10,6.4,5.6,Yes,7,Flop
102,Comedy,208.9,8.6,Hindi,69,79.8,163.6,4.5,56,6.5,7.7,No,2,Flop
140,Thriller,118.5,6.4,English,79,45.2,101.4,5.7,39,8.0,4.5,Yes,2,Flop
99,Romance,265.9,5.7,Hindi,85,101.5,235.8,7.3,36,4.6,7.4,No,4,Flop
102,Thriller,189.2,7.3,French,51,72.2,269.0,9.0,86,4.4,8.2,No,2,Hit
172,Romance,182.0,6.4,French,9,69.5,331.1,8.9,37,7.5,5.3,Yes,3,Hit
89,Drama,194.0,7.5,English,23,74.1,188.3,4.2,20,9.3,5.4,Yes,7,Flop
157,Romance,218.4,3.4,Spanish,75,83.4,139.3,9.2,80,7.0,6.7,Yes,4,Flop
163,Drama,272.9,5.7,English,61,104.2,144.1,5.1,54,4.4,9.2,Yes,7,Flop
156,Romance,135.7,3.3,Spanish,77,51.8,326.3,8.8,52,6.2,6.8,No,0,Hit
115,Thriller,279.8,6.0,Korean,55,106.8,489.8,6.4,97,4.9,7.6,Yes,6,Hit
153,Action,140.0,4.9,French,8,53.4,92.1,7.6,90,4.1,4.3,No,9,Flop
123,Comedy,200.9,7.3,Spanish,76,76.7,343.3,5.1,12,8.7,4.0,Yes,4,Hit
118,Action,226.2,3.4,Hindi,32,86.4,73.7,5.6,71,5.3,6.0,No,8,Flop
157,Thriller,105.2,4.0,French,52,40.2,109.9,5.8,47,7.2,4.2,Yes,8,Hit
140,Comedy,172.2,7.7,Hindi,32,65.7,87.0,8.9,70,4.2,6.5,No,0,Flop
116,Romance,7.3,7.3,French,5,2.8,16.9,5.7,15,8.6,8.0,No,2,Hit
115,Action,153.5,3.5,Hindi,48,58.6,362.2,7.7,33,4.2,5.8,Yes,9,Hit
98,Drama,214.2,3.3,Korean,40,81.8,134.4,5.5,70,5.0,5.5,Yes,5,Flop
154,Action,106.4,3.9,French,31,40.6,139.9,7.7,31,7.3,4.5,No,7,Hit
166,Drama,11.1,6.3,Hindi,68,4.2,19.1,7.3,24,5.6,7.2,No,3,Hit
161,Drama,198.7,6.4,French,22,75.9,126.5,7.1,73,5.8,4.2,No,6,Flop
106,Romance,215.6,6.9,French,37,82.3,259.6,9.0,44,8.3,9.4,Yes,6,Hit
141,Thriller,275.2,9.1,English,66,105.1,298.1,5.9,63,4.4,5.9,Yes,1,Flop
92,Thriller,293.8,5.4,Korean,52,112.2,676.8,6.6,92,4.1,6.4,No,8,Flop
121,Comedy,238.6,8.6,French,78,91.1,317.6,8.2,59,5.2,7.7,No,3,Hit
171,Thriller,51.0,4.7,Spanish,63,19.5,77.0,6.7,63,7.9,6.4,Yes,9,Hit
110,Romance,200.2,9.2,English,27,76.4,232.5,9.1,48,6.4,5.0,Yes,0,Hit
104,Thriller,191.4,7.0,French,76,73.1,356.2,9.2,12,5.4,7.6,No,6,Hit
81,Action,244.9,9.3,Korean,74,93.5,274.3,4.3,35,8.4,6.7,Yes,2,Hit
138,Thriller,189.4,3.3,Hindi,66,72.3,78.8,5.9,71,6.5,7.1,Yes,3,Flop
104,Drama,71.2,5.5,Hindi,49,27.2,53.6,6.7,69,6.3,4.7,No,8,Flop
88,Thriller,52.7,4.5,French,78,20.1,49.7,8.5,50,8.0,6.5,No,4,Flop
83,Romance,172.7,7.6,Hindi,36,65.9,90.3,4.8,54,9.1,8.2,No,3,Flop
146,Drama,96.2,5.9,Hindi,64,36.7,154.3,4.8,50,8.1,8.9,No,4,Hit
96,Drama,297.9,3.5,Hindi,72,113.7,242.1,8.4,84,5.0,5.4,No,9,Flop
91,Romance,111.5,7.7,Spanish,21,42.6,149.8,5.8,77,5.8,8.0,No,2,Hit
163,Thriller,158.8,9.4,Spanish,84,60.6,86.8,6.3,80,5.9,7.0,Yes,1,Flop
174,Comedy,153.6,9.0,Spanish,47,58.6,92.3,5.9,76,6.7,7.2,Yes,6,Flop
171,Comedy,158.4,4.5,English,14,60.5,79.9,8.9,81,6.2,6.6,No,2,Flop
128,Drama,47.9,6.3,Spanish,7,18.3,48.9,7.3,38,5.0,7.4,Yes,3,Hit
156,Action,30.6,9.4,English,1,11.7,34.3,5.9,80,6.0,4.5,No,3,Flop
84,Romance,297.2,5.2,Spanish,6,113.5,306.7,4.6,55,6.7,8.9,Yes,0,Hit
103,Drama,89.4,7.2,Spanish,2,34.1,198.5,6.4,63,4.6,5.6,No,4,Flop
170,Romance,128.8,7.8,Hindi,2,49.2,67.5,4.7,98,4.5,5.1,Yes,5,Flop
140,Romance,85.5,5.1,French,89,32.6,181.7,4.5,42,5.6,4.7,No,2,Flop
81,Comedy,275.0,8.7,Korean,29,105.0,220.3,7.1,34,8.1,5.5,No,2,Flop
170,Drama,149.9,6.2,Korean,98,57.2,61.2,9.0,81,5.9,8.6,No,5,Flop
88,Romance,285.2,5.0,Hindi,47,108.9,141.2,8.7,60,6.4,4.3,No,5,Flop
102,Romance,147.1,7.0,Spanish,92,56.2,67.4,9.3,31,4.2,4.4,No,3,Flop
119,Thriller,256.6,4.0,Hindi,27,98.0,467.6,6.9,66,6.5,6.8,Yes,9,Flop
162,Drama,19.7,7.3,English,99,7.5,19.4,7.7,58,8.5,8.0,No,4,Hit
176,Romance,296.9,8.4,English,60,113.4,495.5,5.9,10,5.4,8.9,Yes,6,Hit
113,Drama,220.8,4.1,English,67,84.3,205.5,8.5,50,4.3,8.9,No,5,Flop
123,Action,8.4,4.8,Spanish,22,3.2,13.6,4.5,10,6.1,7.6,No,5,Hit
171,Comedy,249.3,6.0,Korean,33,95.2,91.1,9.0,62,5.2,4.6,Yes,3,Flop
145,Drama,254.8,4.2,Korean,68,97.3,423.7,6.0,72,5.9,7.1,Yes,3,Hit
157,Comedy,251.7,8.8,Spanish,87,96.1,280.9,6.9,16,4.5,6.3,Yes,8,Flop
141,Romance,228.3,3.2,Korean,50,87.2,294.4,5.6,26,4.0,8.3,No,5,Hit
82,Action,86.3,9.0,Spanish,57,32.9,148.7,8.8,64,7.5,6.1,Yes,5,Hit
163,Thriller,12.8,7.2,Spanish,38,4.9,27.8,4.9,18,6.4,8.3,No,9,Hit
115,Drama,231.4,7.7,English,39,88.3,363.8,6.3,13,5.2,6.8,Yes,2,Flop
172,Action,87.0,8.4,French,7,33.2,117.3,7.4,35,9.2,7.7,No,6,Hit
109,Romance,35.7,6.9,English,75,13.6,26.0,8.6,27,9.5,5.6,Yes,5,Flop
96,Romance,163.6,6.9,Hindi,29,62.5,88.1,6.1,16,8.7,7.6,No,8,Flop
162,Comedy,39.6,6.6,French,46,15.1,98.9,8.7,91,5.0,8.7,No,1,Hit
139,Drama,8.5,7.7,Spanish,56,3.2,5.4,6.1,96,8.0,9.1,Yes,2,Flop
97,Comedy,259.1,8.6,English,90,98.9,587.9,6.2,45,5.1,4.1,Yes,6,Flop
124,Action,55.0,6.3,Spanish,60,21.0,42.5,5.9,91,8.2,5.4,Yes,2,Flop
104,Drama,70.7,8.0,Spanish,52,27.0,36.3,4.1,66,7.6,4.8,Yes,0,Flop
119,Action,209.5,3.9,Spanish,67,80.0,92.0,8.6,29,4.7,6.6,No,8,Flop
116,Drama,154.1,6.8,Hindi,42,58.8,279.4,4.0,43,7.3,7.2,Yes,0,Hit
174,Thriller,250.8,7.5,Spanish,88,95.8,78.6,9.1,24,5.7,7.4,No,4,Flop
121,Thriller,296.6,8.5,Korean,24,113.2,120.9,6.4,67,5.5,5.0,No,7,Flop
179,Comedy,102.5,9.1,French,5,39.1,79.3,9.4,83,6.9,8.4,No,7,Hit
90,Action,242.6,9.0,Spanish,54,92.6,373.4,8.5,78,7.1,4.4,Yes,9,Hit
127,Action,63.9,6.3,French,24,24.4,122.7,4.8,52,5.6,4.8,No,0,Flop
109,Thriller,151.1,9.4,French,3,57.7,353.1,5.8,26,8.5,4.2,Yes,4,Hit
128,Comedy,73.7,8.4,Korean,48,28.1,50.1,7.8,59,4.9,9.1,No,2,Flop
138,Comedy,192.9,4.7,English,68,73.6,461.5,5.6,77,5.0,6.2,No,9,Flop
91,Drama,172.2,7.7,English,54,65.7,428.1,6.0,30,4.2,9.3,No,5,Hit
131,Comedy,239.5,6.7,Spanish,77,91.4,81.8,7.5,60,6.3,4.7,No,2,Flop
156,Romance,172.0,9.2,Hindi,50,65.7,335.8,7.8,59,9.4,4.7,Yes,3,Hit
93,Drama,76.5,3.2,Korean,24,29.2,177.4,7.9,89,4.4,9.3,Yes,5,Hit
138,Romance,102.2,8.1,Hindi,3,39.0,169.8,5.6,42,4.4,8.1,Yes,1,Hit
173,Romance,144.4,7.1,French,43,55.1,143.9,8.5,31,5.8,4.2,No,8,Flop
152,Action,211.5,5.4,French,9,80.7,219.6,4.7,56,9.3,5.4,Yes,4,Hit
83,Drama,281.9,9.1,Hindi,24,107.6,315.0,6.9,41,7.8,7.0,Yes,8,Hit
120,Action,24.4,6.7,Hindi,43,9.3,21.4,7.5,29,8.8,4.2,Yes,9,Flop
176,Action,72.7,6.8,Korean,30,27.8,157.5,6.8,15,6.9,4.5,Yes,8,Hit
120,Thriller,69.2,3.5,English,45,26.4,50.6,5.2,23,7.2,4.2,No,6,Flop
133,Drama,128.8,8.6,French,94,49.2,163.0,8.0,78,5.4,5.5,Yes,6,Hit
82,Comedy,19.2,8.2,Korean,96,7.3,34.9,4.5,42,6.8,7.1,No,0,Hit
137,Action,236.8,5.5,Spanish,46,90.4,179.0,7.8,95,9.2,5.0,Yes,1,Flop
108,Thriller,273.0,5.6,French,22,104.2,110.5,8.4,63,6.5,7.5,No,7,Flop
169,Romance,145.6,3.4,Hindi,75,55.6,90.1,6.2,61,5.4,9.2,Yes,8,Flop
132,Comedy,128.9,5.5,Hindi,40,49.2,265.5,8.2,99,8.1,8.7,No,4,Hit
103,Thriller,204.0,6.9,Hindi,55,77.9,69.7,5.0,97,4.8,8.9,Yes,3,Flop
120,Comedy,217.8,6.7,Korean,40,83.2,414.3,7.2,68,8.4,5.3,Yes,4,Hit
115,Action,96.0,3.2,Hindi,45,36.7,105.2,8.4,25,7.8,8.2,No,2,Hit
175,Action,255.6,9.1,French,82,97.6,584.6,7.8,39,7.3,4.4,Yes,0,Hit
85,Action,259.0,7.9,Korean,53,98.9,371.0,4.8,22,4.1,4.1,Yes,0,Flop
108,Romance,154.3,8.0,Korean,36,58.9,283.1,5.3,74,8.2,6.8,No,8,Hit
119,Action,173.1,5.5,Korean,4,66.1,334.5,4.2,31,7.7,7.6,Yes,3,Hit
106,Thriller,28.1,5.1,English,54,10.7,50.3,6.8,88,5.0,9.4,No,1,Hit
167,Comedy,214.5,9.2,French,80,81.9,204.1,9.5,43,8.8,9.4,No,2,Hit
103,Drama,251.2,6.1,English,21,95.9,131.3,5.7,56,7.3,4.1,No,6,Flop
167,Romance,221.8,3.8,Hindi,82,84.7,202.7,6.3,21,7.3,4.1,Yes,1,Flop
159,Comedy,243.3,5.8,Korean,50,92.9,403.0,5.7,56,6.8,7.6,No,4,Hit
103,Action,281.6,5.3,Korean,17,107.5,591.1,5.9,36,8.6,4.3,Yes,0,Hit
117,Romance,210.2,4.7,French,51,80.3,184.3,6.1,33,9.1,5.7,Yes,9,Flop
105,Comedy,55.7,3.7,French,58,21.3,26.2,7.6,77,6.9,5.0,Yes,6,Flop
159,Action,175.4,6.9,Korean,31,67.0,188.5,9.4,88,4.7,4.6,Yes,1,Hit
173,Action,95.2,6.7,Spanish,80,36.3,36.6,7.0,19,7.8,4.2,Yes,7,Flop
155,Action,166.5,8.0,Korean,4,63.6,320.2,7.3,46,8.9,4.1,No,3,Hit
102,Romance,56.7,4.2,Korean,5,21.6,64.1,8.2,95,6.8,4.2,Yes,6,Hit
132,Drama,300.0,4.2,Korean,91,114.5,565.3,6.8,71,8.9,7.4,No,0,Hit
105,Comedy,11.2,5.9,English,65,4.3,24.7,9.1,80,4.7,6.0,Yes,4,Hit
118,Action,184.2,6.5,Spanish,69,70.3,439.9,4.2,56,4.6,6.8,No,2,Flop
101,Drama,51.4,6.0,French,87,19.6,75.9,4.5,79,8.9,5.9,Yes,2,Hit
92,Romance,142.6,4.0,English,98,54.4,174.6,8.3,19,8.3,6.0,Yes,3,Hit
172,Romance,79.4,9.2,Korean,38,30.3,121.4,5.8,65,4.9,8.7,Yes,8,Hit
130,Action,153.8,6.1,Hindi,53,58.7,125.0,6.1,72,7.8,8.9,Yes,0,Flop
112,Action,276.0,7.5,French,7,105.4,434.7,8.4,11,8.8,5.1,Yes,4,Hit
102,Comedy,267.9,5.8,French,55,102.3,226.2,4.7,97,7.5,8.1,Yes,5,Flop
128,Action,202.3,5.2,French,20,77.2,72.1,8.3,18,5.7,8.7,Yes,8,Flop
97,Action,299.4,3.9,Spanish,50,114.3,159.7,6.2,12,8.4,4.1,Yes,5,Flop
95,Thriller,129.3,4.0,Korean,30,49.4,212.4,8.6,28,4.2,8.6,Yes,8,Hit
84,Comedy,48.8,7.3,Spanish,25,18.6,119.4,7.1,81,7.9,9.3,Yes,0,Hit
136,Romance,31.7,7.8,Hindi,56,12.1,23.3,8.6,76,5.6,5.4,Yes,3,Flop
146,Comedy,80.5,4.1,English,16,30.7,82.3,5.3,50,8.6,5.1,No,5,Hit
156,Drama,197.8,4.5,French,38,75.5,363.6,7.3,60,4.3,7.4,No,0,Hit
121,Action,228.1,7.0,English,77,87.1,324.8,4.8,66,7.9,7.0,Yes,1,Hit
137,Comedy,267.4,6.4,Hindi,8,102.1,504.3,7.1,33,8.6,7.7,Yes,5,Hit
81,Drama,154.7,3.4,English,27,59.1,94.7,9.0,87,6.4,4.2,Yes,4,Flop
83,Thriller,87.6,4.9,French,66,33.4,172.3,9.3,11,8.2,5.1,Yes,6,Hit
145,Romance,93.9,8.2,Hindi,99,35.8,34.4,6.2,21,5.8,5.1,Yes,2,Flop
124,Drama,136.3,9.0,English,96,52.0,211.6,4.4,97,5.2,7.8,Yes,8,Hit
82,Thriller,204.3,3.1,Spanish,55,78.0,500.6,5.4,47,5.3,4.6,Yes,3,Flop
110,Action,26.0,7.7,French,14,9.9,36.3,6.3,70,9.3,7.2,No,0,Hit
82,Thriller,265.3,4.2,French,30,101.3,168.0,5.1,61,5.1,9.2,No,9,Flop
175,Action,6.8,4.4,English,41,2.6,5.3,6.2,23,7.0,9.2,Yes,8,Flop
175,Drama,33.7,9.0,English,8,12.9,16.0,6.7,64,5.0,8.4,No,8,Flop
83,Thriller,162.0,5.2,Hindi,73,61.8,243.4,5.7,71,4.9,6.1,No,4,Flop
164,Drama,36.0,3.7,French,61,13.7,66.6,4.2,24,4.8,6.1,Yes,8,Flop
96,Thriller,202.1,5.4,Hindi,36,77.2,253.9,8.7,17,4.9,5.5,Yes,3,Hit
150,Drama,14.5,8.1,English,42,5.5,9.5,4.7,67,6.5,6.5,Yes,3,Flop
143,Romance,112.5,7.3,Spanish,95,43.0,207.5,5.1,70,4.3,8.8,Yes,4,Hit
179,Action,201.5,6.1,English,5,76.9,325.6,6.0,45,8.3,8.0,No,3,Hit
149,Romance,220.4,7.5,Spanish,37,84.1,132.8,8.4,72,6.8,4.0,No,7,Flop
149,Action,252.9,8.8,Spanish,71,96.6,107.7,4.1,81,6.1,6.4,No,4,Flop
140,Action,290.1,5.7,French,57,110.8,234.5,4.4,47,5.3,6.5,Yes,9,Flop
112,Drama,202.8,8.0,Hindi,15,77.4,123.8,4.1,72,5.3,4.2,No,0,Flop
130,Thriller,130.5,3.8,Hindi,15,49.8,270.2,4.7,32,4.8,7.4,No,9,Hit
109,Action,272.7,8.9,English,55,104.1,610.4,9.2,36,7.1,9.4,Yes,9,Hit
105,Thriller,213.1,6.2,Korean,34,81.4,496.0,9.5,43,8.8,5.4,No,1,Hit
137,Thriller,116.8,5.8,English,13,44.6,199.1,7.9,67,5.7,6.3,Yes,2,Hit
94,Drama,132.5,9.3,Korean,24,50.6,55.0,6.1,19,6.6,8.2,No,3,Flop
154,Action,220.7,5.8,English,10,84.3,195.6,7.4,19,9.0,5.7,No,5,Flop
98,Drama,298.1,7.1,Spanish,56,113.8,528.4,5.3,55,4.7,8.7,Yes,7,Hit
111,Drama,282.2,7.2,English,39,107.7,125.6,8.8,24,5.9,7.5,No,3,Flop
84,Thriller,237.4,8.2,Spanish,85,90.6,505.8,6.1,83,8.4,8.5,Yes,1,Hit
136,Action,221.4,4.5,English,38,84.5,221.6,5.8,76,6.8,5.7,No,0,Hit
84,Drama,289.7,8.1,French,28,110.6,489.2,8.6,23,6.4,4.9,No,4,Hit
99,Action,30.4,6.9,Korean,90,11.6,21.8,7.8,64,5.6,4.6,No,4,Flop
169,Drama,18.9,8.0,English,74,7.2,21.5,4.7,89,7.7,7.1,Yes,2,Hit
177,Drama,291.0,5.5,Hindi,6,111.1,725.8,9.2,49,4.6,9.3,No,3,Hit
135,Comedy,238.1,4.1,English,17,90.9,587.3,5.4,60,6.7,4.1,Yes,3,Hit
96,Thriller,22.3,4.0,French,62,8.5,7.0,5.6,82,8.7,5.5,No,7,Flop
98,Thriller,15.1,4.1,English,30,5.8,36.2,7.6,69,6.7,8.6,Yes,8,Hit
142,Romance,282.9,8.6,Spanish,62,108.0,380.6,6.2,79,4.0,7.7,Yes,5,Hit
153,Comedy,83.0,3.5,Korean,16,31.7,46.4,5.9,64,6.8,6.7,Yes,9,Flop
101,Action,247.3,7.2,Korean,58,94.4,571.0,5.2,75,8.7,9.0,Yes,4,Hit
123,Drama,112.7,3.3,English,59,43.0,154.3,8.8,63,9.3,4.0,No,5,Hit
164,Drama,50.5,7.9,English,85,19.3,59.2,6.2,10,5.1,9.4,No,2,Hit
178,Drama,73.7,5.3,French,41,28.1,49.8,9.1,11,5.6,4.8,Yes,6,Flop
146,Drama,227.4,3.1,Spanish,84,86.8,559.5,4.5,96,6.5,8.1,Yes,6,Hit
158,Action,226.2,5.0,English,1,86.4,138.4,8.0,39,6.6,4.9,Yes,3,Flop
152,Thriller,174.6,6.2,French,45,66.7,219.0,7.1,10,7.9,8.1,No,8,Hit
120,Thriller,196.8,8.8,French,26,75.1,478.8,5.1,42,7.2,8.8,No,3,Hit
86,Action,61.8,7.8,Spanish,11,23.6,43.2,5.1,53,8.9,4.8,No,5,Flop
116,Action,86.0,6.4,Hindi,6,32.8,44.0,5.2,51,4.7,7.6,Yes,5,Flop
166,Romance,281.5,6.9,Spanish,68,107.5,511.0,7.7,21,4.4,9.1,Yes,2,Hit
147,Thriller,23.2,7.3,Korean,95,8.9,18.7,5.1,65,9.2,7.6,Yes,3,Flop
89,Romance,137.0,5.8,Hindi,10,52.3,117.4,7.7,38,9.1,6.4,Yes,2,Flop
92,Drama,249.6,9.4,Korean,83,95.3,247.7,8.8,59,8.6,7.3,Yes,3,Hit
107,Action,180.9,8.9,Hindi,47,69.1,262.5,6.3,65,8.2,8.7,No,4,Hit
107,Thriller,117.2,5.0,Korean,92,44.7,212.4,8.2,60,7.1,8.2,Yes,8,Hit
168,Action,135.4,9.5,Spanish,71,51.7,264.3,7.0,88,4.4,8.5,No,8,Hit
147,Romance,247.9,6.1,Spanish,52,94.6,575.8,6.0,91,6.0,8.8,Yes,4,Hit
101,Romance,203.8,7.5,Hindi,29,77.8,88.1,4.5,92,6.6,5.9,Yes,2,Flop
117,Action,173.2,7.6,Hindi,79,66.1,186.8,5.9,90,8.0,9.4,No,0,Hit
95,Comedy,33.2,8.5,French,98,12.7,82.1,6.8,74,5.9,6.8,Yes,4,Flop
